1498	0.00144922
25993	0.00111806
33882	0.000341964
44928	0.0049282
60165	0.0303222
78975	0.00413649
96616	0.00518359
159762	0.00329927
160553	0.000362897
173012	0.00590332
174300	0.00555905
174346	0.00515051
328130	0.000887734
328202	0.017462
384277	0.0011267
495964	0.0154763
495985	0.00064963
544820	0.0161924
545350	0.00531894
567202	0.00492739
567986	0.00605499
568410	0.00983974
573271	0.00883083
608054	0.0293442
809643	4.01096
809737	4.01026
1221929	4.01097
1404501	0.001096
1563355	0.00105627
1632745	0.000741223
1949560	0.00691031
2172188	0.00106331
2197624	0.000550034
2202234	0.00228487
2202236	0.0381095
2256585	0.0048459
2259897	0.0131692
2260622	0.00470091
2261788	0.00481014
2261801	0.0069346
2262810	0.0875345
2375968	0.0126781
2391320	0.0177687
2505415	0.000964769
2575227	0.0399224
2664990	0.00324592
2669294	0.014755
2669739	0.0208518
2669748	0.013387
2669759	0.00600324
2670230	0.00347621
2670374	0.0137719
2670468	0.0178862
2670521	0.00390048
2670777	0.00203127
2670929	0.0436477
2671222	0.00777205
2671233	0.0122032
2671805	0.00102551
2672470	0.000776245
2672854	0.00770521
2673384	0.00911395
2673399	0.000649822
2673432	0.0144691
2673740	0.0129994
2756491	0.0241581
2756922	0.0216917
2756991	0.015018
2757053	0.000552214
2757061	0.000438127
2757249	0.00196819
2757324	0.00110677
2757364	0.00158593
2757393	0.00149772
2757417	0.0123245
2757471	0.00414407
2757496	0.0049851
2757587	0.0679923
2757597	0.000525545
2757623	0.0105918
2757641	0.000576765
2757642	0.000227381
2757686	0.00230821
2757689	0.00495959
2757744	0.00571539
2758133	0.00141281
2758261	0.0363933
2758365	0.00640041
2758384	0.000895224
2758408	0.00195244
2758522	0.00707468
2758566	0.000548051
2758580	0.0299644
2758581	0.0294139
2758582	0.0184513
2758588	0.00447108
2758672	0.0170438
2758737	0.00975332
2758811	0.00485915
2758929	0.00393398
2758947	0.00151992
2758966	0.00131489
2758990	0.0113683
2759083	0.0098418
2759142	0.0395904
2759212	0.00155032
2759286	0.00875288
2759287	0.00357037
2759291	0.000219887
2759598	0.00367885
2759653	0.0137939
2759676	0.00592355
2759726	0.00118095
2759756	0.00219136
2759805	0.0115343
2759818	0.00310546
2760133	0.000962455
2760176	0.0020046
2760241	0.00500007
2760256	0.00076712
2760294	0.00432885
2760367	0.00741535
2760382	0.00543175
2760424	0.0205103
2760427	0.0378097
2760465	0.00396534
2761021	0.000361041
2820800	0.0015432
2859931	0.00205149
2860340	0.00417232
2860569	0.0578085
2860645	0.0667344
2861128	0.0280318
2861292	0.00154045
2862334	0.00187551
2862537	0.00118532
2862894	0.00120126
2863295	0.0017639
2864001	0.00142372
2869964	0.0086758
2870088	0.0117783
2873184	0.000580638
2915189	0.00231291
2924099	0.00111336
3015446	0.00179789
3015450	0.00212921
3015451	0.0410734
3016287	0.00107712
3017048	0.00100722
3017174	0.000452056
3017184	0.000428281
3017538	0.00444931
3017601	0.000998486
3017610	0.00265238
3017793	0.00109307
3017795	0.00046254
3020249	0.000574515
3020322	0.0325061
3023537	0.0169992
3024286	0.00191613
3055858	4.01097
3179007	0.00109056
3180264	0.00230561
3287317	0.00214094
3288186	0.0350473
3289503	0.00755947
3289979	0.00869307
3450180	0.00689463
3450547	0.0022032
3450616	0.0230645
3450644	0.00262212
3450932	0.00264463
3451100	0.0119812
3451207	0.0243256
3451384	0.0424305
3451495	0.00235208
3451568	0.00144972
3451749	0.00240732
3451753	0.00129198
3451815	0.00287354
3451860	0.128312
3451962	0.0475898
3452036	0.018725
3452037	0.032033
3452094	0.000793641
3452124	0.0105482
3452172	0.00331006
3452278	0.0159558
3452304	0.0157636
3452355	0.00610889
3452376	0.0127208
3452482	0.00496105
3452504	0.0108619
3452580	0.000847961
3452626	0.00140356
3452629	0.00849581
3452648	0.00381102
3452655	0.00120925
3452660	0.000969661
3452663	0.0374076
3452665	0.00177254
3452690	0.00742852
3452700	0.000831155
3452706	0.00297289
3452708	0.00118384
3452736	0.00132851
3452739	0.0035755
3452754	0.00570193
3452812	0.0417597
3452871	0.00751586
